frame_idx,ground_truth,action_score_propagated,is_retained_tier
0,0,0.2846950590610504,1
1,0,0.2846950590610504,0
2,0,0.2846950590610504,0
3,0,0.2846950590610504,0
4,0,0.2846950590610504,0
5,0,0.2846950590610504,0
6,0,0.2846950590610504,0
7,0,0.2846950590610504,0
8,0,0.2846950590610504,0
9,0,0.2846950590610504,0
10,0,0.2846950590610504,0
11,0,0.2846950590610504,0
12,0,0.2846950590610504,0
13,0,0.2846950590610504,0
14,0,0.2846950590610504,0
15,0,0.2846950590610504,0
16,0,0.2846950590610504,0
17,0,0.2846950590610504,0
18,0,0.2846950590610504,0
19,0,0.2846950590610504,0
20,0,0.2846950590610504,0
21,0,0.2846950590610504,0
22,0,0.2846950590610504,0
23,0,0.2846950590610504,0
24,0,0.15567199885845184,1
25,0,0.15567199885845184,0
26,0,0.15567199885845184,0
27,0,0.15567199885845184,0
28,0,0.15567199885845184,0
29,0,0.15567199885845184,0
30,0,0.2379637062549591,1
31,0,0.2379637062549591,0
32,0,0.2379637062549591,0
33,0,0.2379637062549591,0
34,0,0.2379637062549591,0
35,0,0.2379637062549591,0
36,0,0.14382752776145935,1
37,0,0.14382752776145935,0
38,0,0.14382752776145935,0
39,0,0.14382752776145935,0
40,0,0.14382752776145935,0
41,0,0.14382752776145935,0
42,0,0.14382752776145935,0
43,0,0.14382752776145935,0
44,0,0.14382752776145935,0
45,0,0.14382752776145935,0
46,0,0.14382752776145935,0
47,0,0.14382752776145935,0
48,0,0.18081869184970856,1
49,0,0.18081869184970856,0
50,0,0.18081869184970856,0
51,0,0.18081869184970856,0
52,0,0.18081869184970856,0
53,0,0.18081869184970856,0
54,0,0.18081869184970856,0
55,0,0.18081869184970856,0
56,0,0.18081869184970856,0
57,0,0.18081869184970856,0
58,0,0.18081869184970856,0
59,0,0.18081869184970856,0
60,0,0.44247132539749146,1
61,0,0.44247132539749146,0
62,0,0.44247132539749146,0
63,0,0.44247132539749146,0
64,0,0.44247132539749146,0
65,0,0.44247132539749146,0
66,0,0.44247132539749146,0
67,0,0.44247132539749146,0
68,0,0.44247132539749146,0
69,0,0.44247132539749146,0
70,0,0.44247132539749146,0
71,0,0.44247132539749146,0
72,0,0.18006634712219238,1
73,0,0.18006634712219238,0
74,0,0.18006634712219238,0
75,0,0.18006634712219238,0
76,0,0.18006634712219238,0
77,0,0.18006634712219238,0
78,0,0.18006634712219238,0
79,0,0.18006634712219238,0
80,0,0.18006634712219238,0
81,0,0.18006634712219238,0
82,0,0.18006634712219238,0
83,0,0.18006634712219238,0
84,0,0.18282607197761536,1
85,0,0.18282607197761536,0
86,0,0.18282607197761536,0
87,0,0.18282607197761536,0
88,0,0.18282607197761536,0
89,0,0.18282607197761536,0
90,0,0.25936317443847656,1
91,0,0.25936317443847656,0
92,0,0.25936317443847656,0
93,0,0.25936317443847656,0
94,0,0.25936317443847656,0
95,0,0.25936317443847656,0
96,0,0.2141965925693512,1
97,0,0.2141965925693512,0
98,0,0.2141965925693512,0
99,0,0.2141965925693512,0
100,0,0.2141965925693512,0
101,0,0.2141965925693512,0
102,0,0.2141965925693512,0
103,0,0.2141965925693512,0
104,0,0.2141965925693512,0
105,0,0.2141965925693512,0
106,0,0.2141965925693512,0
107,0,0.2141965925693512,0
108,0,0.15375490486621857,1
109,0,0.15375490486621857,0
110,0,0.15375490486621857,0
111,0,0.15375490486621857,0
112,0,0.15375490486621857,0
113,0,0.15375490486621857,0
114,0,0.15375490486621857,0
115,0,0.15375490486621857,0
116,0,0.15375490486621857,0
117,0,0.15375490486621857,0
118,0,0.15375490486621857,0
119,0,0.15375490486621857,0
120,0,0.42422720789909363,1
121,0,0.42422720789909363,0
122,0,0.42422720789909363,0
123,0,0.42422720789909363,0
124,0,0.42422720789909363,0
125,0,0.42422720789909363,0
126,0,0.42422720789909363,0
127,0,0.42422720789909363,0
128,0,0.14326217770576477,1
129,0,0.14326217770576477,0
130,0,0.14326217770576477,0
131,0,0.14326217770576477,0
132,0,0.21299763023853302,1
133,0,0.21299763023853302,0
134,0,0.21299763023853302,0
135,0,0.21299763023853302,0
136,0,0.21299763023853302,0
137,0,0.21299763023853302,0
138,0,0.21299763023853302,0
139,0,0.21299763023853302,0
140,0,0.21299763023853302,0
141,0,0.21299763023853302,0
142,0,0.21299763023853302,0
143,0,0.21299763023853302,0
144,0,0.23005199432373047,1
145,0,0.23005199432373047,0
146,0,0.23005199432373047,0
147,0,0.23005199432373047,0
148,0,0.23005199432373047,0
149,0,0.23005199432373047,0
150,0,0.2609971761703491,1
151,0,0.2609971761703491,0
152,0,0.2609971761703491,0
153,0,0.2609971761703491,0
154,0,0.2609971761703491,0
155,0,0.2609971761703491,0
156,0,0.1715773046016693,1
157,0,0.1715773046016693,0
158,0,0.1715773046016693,0
159,0,0.1715773046016693,0
160,0,0.1715773046016693,0
161,0,0.1715773046016693,0
162,0,0.1715773046016693,0
163,0,0.1715773046016693,0
164,0,0.1715773046016693,0
165,0,0.1715773046016693,0
166,0,0.1715773046016693,0
167,0,0.1715773046016693,0
168,0,0.1623137891292572,1
169,0,0.1623137891292572,0
170,0,0.1623137891292572,0
171,0,0.1623137891292572,0
172,0,0.1623137891292572,0
173,0,0.1623137891292572,0
174,0,0.1623137891292572,0
175,0,0.1623137891292572,0
176,0,0.1623137891292572,0
177,0,0.1623137891292572,0
178,0,0.1623137891292572,0
179,0,0.1623137891292572,0
180,0,0.4443129599094391,1
181,0,0.4443129599094391,0
182,0,0.4443129599094391,0
183,0,0.4443129599094391,0
184,0,0.4443129599094391,0
185,0,0.4443129599094391,0
186,0,0.4443129599094391,0
187,0,0.4443129599094391,0
188,0,0.4443129599094391,0
189,0,0.4443129599094391,0
190,0,0.4443129599094391,0
191,0,0.4443129599094391,0
192,0,0.2470276951789856,1
193,0,0.2470276951789856,0
194,0,0.2470276951789856,0
195,0,0.2470276951789856,0
196,0,0.2470276951789856,0
197,0,0.2470276951789856,0
198,0,0.2470276951789856,0
199,0,0.2470276951789856,0
200,0,0.2470276951789856,0
201,0,0.2470276951789856,0
202,0,0.2470276951789856,0
203,0,0.2470276951789856,0
204,0,0.18653357028961182,1
205,0,0.18653357028961182,0
206,0,0.18653357028961182,0
207,0,0.18653357028961182,0
208,0,0.18653357028961182,0
209,0,0.18653357028961182,0
210,0,0.265977680683136,1
211,0,0.265977680683136,0
212,0,0.265977680683136,0
213,0,0.265977680683136,0
214,0,0.265977680683136,0
215,0,0.265977680683136,0
216,0,0.18068964779376984,1
217,0,0.18068964779376984,0
218,0,0.18068964779376984,0
219,0,0.18068964779376984,0
220,0,0.18068964779376984,0
221,0,0.18068964779376984,0
222,0,0.18068964779376984,0
223,0,0.18068964779376984,0
224,0,0.18068964779376984,0
225,0,0.18068964779376984,0
226,0,0.18068964779376984,0
227,0,0.18068964779376984,0
228,0,0.18988856673240662,1
229,0,0.18988856673240662,0
230,0,0.18988856673240662,0
231,0,0.18988856673240662,0
232,0,0.18988856673240662,0
233,0,0.18988856673240662,0
234,0,0.18988856673240662,0
235,0,0.18988856673240662,0
236,0,0.18988856673240662,0
237,0,0.18988856673240662,0
238,0,0.18988856673240662,0
239,0,0.18988856673240662,0
240,0,0.45602232217788696,1
241,0,0.45602232217788696,0
242,0,0.45602232217788696,0
243,0,0.45602232217788696,0
244,0,0.45602232217788696,0
245,0,0.13911288976669312,1
246,0,0.13911288976669312,0
247,0,0.13911288976669312,0
248,0,0.13911288976669312,0
249,0,0.13911288976669312,0
250,0,0.7361630797386169,1
251,0,0.7361630797386169,0
252,0,0.16895319521427155,1
253,0,0.16895319521427155,0
254,0,0.16895319521427155,0
255,0,0.16895319521427155,0
256,0,0.16895319521427155,0
257,0,0.16895319521427155,0
258,0,0.16895319521427155,0
259,0,0.16895319521427155,0
260,0,0.16895319521427155,0
261,0,0.16895319521427155,0
262,0,0.16895319521427155,0
263,0,0.16895319521427155,0
264,0,0.16519512236118317,1
265,0,0.16519512236118317,0
266,0,0.16519512236118317,0
267,0,0.16519512236118317,0
268,0,0.16519512236118317,0
269,0,0.16519512236118317,0
270,0,0.2637738883495331,1
271,0,0.2637738883495331,0
272,0,0.2637738883495331,0
273,0,0.2637738883495331,0
274,0,0.2637738883495331,0
275,0,0.2637738883495331,0
276,0,0.20373272895812988,1
277,0,0.20373272895812988,0
278,0,0.20373272895812988,0
279,0,0.20373272895812988,0
280,0,0.20373272895812988,0
281,0,0.20373272895812988,0
282,0,0.20373272895812988,0
283,0,0.20373272895812988,0
284,0,0.20373272895812988,0
285,0,0.20373272895812988,0
286,0,0.20373272895812988,0
287,0,0.20373272895812988,0
288,0,0.23254987597465515,1
289,0,0.23254987597465515,0
290,0,0.23254987597465515,0
291,0,0.23254987597465515,0
292,0,0.23254987597465515,0
293,0,0.23254987597465515,0
294,0,0.23254987597465515,0
295,0,0.23254987597465515,0
296,0,0.23254987597465515,0
297,0,0.23254987597465515,0
298,0,0.23254987597465515,0
299,0,0.23254987597465515,0
300,0,0.44420504570007324,1
301,0,0.44420504570007324,0
302,0,0.44420504570007324,0
303,0,0.44420504570007324,0
304,0,0.44420504570007324,0
305,0,0.44420504570007324,0
306,0,0.44420504570007324,0
307,0,0.44420504570007324,0
308,0,0.44420504570007324,0
309,0,0.44420504570007324,0
310,0,0.44420504570007324,0
311,0,0.44420504570007324,0
312,0,0.16492192447185516,1
313,0,0.16492192447185516,0
314,0,0.16492192447185516,0
315,0,0.16492192447185516,0
316,0,0.16492192447185516,0
317,0,0.16492192447185516,0
318,0,0.16492192447185516,0
319,0,0.16492192447185516,0
320,0,0.16492192447185516,0
321,0,0.16492192447185516,0
322,0,0.16492192447185516,0
323,0,0.16492192447185516,0
324,0,0.16435959935188293,1
325,0,0.16435959935188293,0
326,0,0.16435959935188293,0
327,0,0.16435959935188293,0
328,0,0.16435959935188293,0
329,0,0.16435959935188293,0
330,0,0.26772642135620117,1
331,0,0.26772642135620117,0
