frame_idx,ground_truth,action_score_propagated,is_retained_tier
0,0,0.26193487644195557,1
1,0,0.26193487644195557,0
2,0,0.26193487644195557,0
3,0,0.26193487644195557,0
4,0,0.26193487644195557,0
5,0,0.26193487644195557,0
6,0,0.26193487644195557,0
7,0,0.26193487644195557,0
8,0,0.26193487644195557,0
9,0,0.26193487644195557,0
10,0,0.26193487644195557,0
11,0,0.26193487644195557,0
12,0,0.26193487644195557,0
13,0,0.26193487644195557,0
14,0,0.26193487644195557,0
15,0,0.26193487644195557,0
16,0,0.26193487644195557,0
17,0,0.26193487644195557,0
18,0,0.26193487644195557,0
19,0,0.26193487644195557,0
20,0,0.26193487644195557,0
21,0,0.26193487644195557,0
22,0,0.26193487644195557,0
23,0,0.26193487644195557,0
24,0,0.26193487644195557,0
25,0,0.26193487644195557,0
26,0,0.33292457461357117,1
27,0,0.33292457461357117,0
28,0,0.33292457461357117,0
29,0,0.33292457461357117,0
30,0,0.33292457461357117,0
31,0,0.33292457461357117,0
32,0,0.33292457461357117,0
33,0,0.33292457461357117,0
34,0,0.33292457461357117,0
35,0,0.33292457461357117,0
36,0,0.33292457461357117,0
37,0,0.33292457461357117,0
38,0,0.33292457461357117,0
39,0,0.33292457461357117,0
40,0,0.33292457461357117,0
41,0,0.32911965250968933,1
42,0,0.32911965250968933,0
43,0,0.32911965250968933,0
44,0,0.32911965250968933,0
45,0,0.32911965250968933,0
46,0,0.32911965250968933,0
47,0,0.32911965250968933,0
48,0,0.32911965250968933,0
49,0,0.32911965250968933,0
50,0,0.32911965250968933,0
51,0,0.32911965250968933,0
52,0,0.32911965250968933,0
53,0,0.32911965250968933,0
54,0,0.32911965250968933,0
55,0,0.38967934250831604,1
56,0,0.38967934250831604,0
57,0,0.38967934250831604,0
58,0,0.38967934250831604,0
59,0,0.38967934250831604,0
60,0,0.38967934250831604,0
61,0,0.38967934250831604,0
62,0,0.38967934250831604,0
63,0,0.38967934250831604,0
64,0,0.38967934250831604,0
65,0,0.38967934250831604,0
66,0,0.38967934250831604,0
67,0,0.38967934250831604,0
68,0,0.38967934250831604,0
69,0,0.38967934250831604,0
70,0,0.38967934250831604,0
71,0,0.38967934250831604,0
72,0,0.14539581537246704,1
73,0,0.14539581537246704,0
74,0,0.14539581537246704,0
75,0,0.14539581537246704,0
76,0,0.14539581537246704,0
77,0,0.14539581537246704,0
78,0,0.14539581537246704,0
79,0,0.14539581537246704,0
80,0,0.14539581537246704,0
81,0,0.14539581537246704,0
82,0,0.14539581537246704,0
83,0,0.14539581537246704,0
84,0,0.06536469608545303,1
85,0,0.06536469608545303,0
86,0,0.06536469608545303,0
87,0,0.06536469608545303,0
88,0,0.06536469608545303,0
89,0,0.06536469608545303,0
90,0,0.05554767698049545,1
91,0,0.05554767698049545,0
92,0,0.05554767698049545,0
93,0,0.02629481628537178,1
94,0,0.02629481628537178,0
95,0,0.02629481628537178,0
96,0,0.02629481628537178,0
97,0,0.02629481628537178,0
98,0,0.02629481628537178,0
99,0,0.02629481628537178,0
100,0,0.02629481628537178,0
101,0,0.02629481628537178,0
102,0,0.02629481628537178,0
103,0,0.02629481628537178,0
104,0,0.02629481628537178,0
105,0,0.02629481628537178,0
