video,qid,type,gold_spans,pred_span_start,pred_span_end,width,iop,iou,anchor_ts,n_survivors_scored,degenerate_profile_fallback
4882821564,1,,"[[13.8, 29.8]]",13.247066666666667,14.247066666666667,1.0,0.4470666666666663,0.02700830467107539,,,False
2435100235,7,,"[[20.9, 22.7], [23.8, 26.0], [34.4, 35.8], [50.5, 57.5], [58.5, 63.6]]",37.50463333333333,38.50463333333333,1.0,0.0,0.0,,,False
2834146886,8,,"[[36.9, 44.0]]",40.87466666666667,41.87466666666667,1.0,1.0,0.1408450704225352,,,False
8132842161,2,,"[[0.0, 12.1], [14.4, 21.8], [27.4, 29.6], [30.7, 36.9]]",15.048866666666667,16.04886666666667,1.0000000000000018,1.0,0.13513513513513536,,,False
4260763967,4,,"[[3.4, 6.1], [15.0, 17.5]]",4.4049,5.4049,1.0,1.0,0.3703703703703704,,,False
3462517143,2,,"[[0.1, 1.1], [14.2, 18.6]]",17.1176,18.1176,1.0,1.0,0.22727272727272715,,,False
3441428429,10,,"[[25.1, 31.8], [35.0, 38.8], [50.2, 52.4]]",75.30906666666667,76.30906666666667,1.0,0.0,0.0,,,False
6356067859,6,,"[[17.8, 21.7]]",2.3361666666666667,3.3361666666666667,1.0,0.0,0.0,,,False
5735711594,5,,"[[0.2, 2.1]]",12.246066666666668,13.246066666666668,1.0,0.0,0.0,,,False
9088819598,1,,"[[0.4, 8.6]]",1.0015015015015014,2.0015015015015014,1.0,1.0,0.12195121951219513,,,False
5296635780,7,,"[[8.7, 16.9]]",11.2117,12.2117,1.0,1.0,0.12195121951219513,,,False
2614918961,1,,"[[40.6, 43.7]]",34.8353,35.8353,1.0,0.0,0.0,,,False
6201488511,5,,"[[30.3, 32.7]]",71.50526666666667,72.50526666666667,1.0,0.0,0.0,,,False
2976913210,6,,"[[6.5, 10.5]]",13.514,14.514,1.0,0.0,0.0,,,False
2793260225,6,,"[[1.7, 10.2]]",6.94,7.94,1.0,1.0,0.11764705882352941,,,False
5987365500,1,,"[[0.0, 18.8]]",2.0358666666666667,3.0358666666666667,1.0,1.0,0.05319148936170213,,,False
6582763207,2,,"[[0.7, 2.8], [4.8, 9.8]]",5.5477083333333335,6.5477083333333335,1.0,1.0,0.19999999999999996,,,False
7416295940,7,,"[[67.7, 75.9]]",73.54063333333333,74.54063333333333,1.0,1.0,0.12195121951219508,,,False
3171006258,0,,"[[9.9, 33.1]]",32.533,33.533,1.0,0.5670000000000002,0.02399187576693607,,,False
3943634344,4,,"[[17.8, 21.0]]",20.3208,21.0,0.6792000000000016,1.0,0.21225000000000055,,,False
5833145209,5,,"[[1.6, 4.2]]",10.844666666666667,11.844666666666667,1.0,0.0,0.0,,,False
5333075105,10,,"[[8.7, 35.6]]",23.4239,24.4239,1.0,1.0,0.03717472118959107,,,False
5679866364,1,,"[[0.2, 3.4]]",7.241066666666667,8.241066666666667,1.0,0.0,0.0,,,False
5116088152,1,,"[[5.1, 8.7]]",17.9184,18.9184,1.0,0.0,0.0,,,False
4094488636,4,,"[[7.1, 15.1]]",13.1136,14.1136,1.0,1.0,0.125,,,False
6895608152,8,,"[[9.6, 87]]",73.7,74.7,1.0,1.0,0.012919896640826873,,,False
3429509208,3,,"[[12.7, 15.6]]",14.640125,15.640125,1.0,0.9598750000000003,0.3264742145316952,,,False
3477387686,2,,"[[30.0, 33.5]]",54.0545,55.0545,1.0,0.0,0.0,,,False
2405940242,0,,"[[2.2, 13.9]]",9.51,10.51,1.0,1.0,0.08547008547008547,,,False
7308042410,3,,"[[0.0, 11.2]]",20.254066666666667,21.254066666666667,1.0,0.0,0.0,,,False
8740703217,1,,"[[10.1, 15.9]]",1.2350666666666668,2.2350666666666665,0.9999999999999998,0.0,0.0,,,False
3943634344,8,,"[[17.8, 20.4]]",18.8193,19.8193,1.0,1.0,0.3846153846153849,,,False
4815534482,7,,"[[67.3, 73.7]]",73.78,74.78,1.0,0.0,0.0,,,False
4584426085,1,,"[[71.9, 90.0]]",67.3678,68.3678,1.0,0.0,0.0,,,False
4263096481,0,,"[[0.2, 9.0]]",10.511,11.511,1.0,0.0,0.0,,,False
7533369046,6,,"[[26.9, 30.2], [31.1, 32.2], [32.7, 33]]",24.666666666666668,25.666666666666668,1.0,0.0,0.0,,,False
3711681535,1,,"[[30.5, 32.6]]",3.5039999999999996,4.504,1.0,0.0,0.0,,,False
11871253306,4,,"[[3.7, 5.1]]",5.4726333333333335,6.4726333333333335,1.0,0.0,0.0,,,False
5256928210,1,,"[[2.5, 20]]",14.3148,15.3148,1.0,1.0,0.05714285714285714,,,False
4978714491,2,,"[[26.6, 33.7]]",29.463266666666666,30.463266666666666,1.0,1.0,0.1408450704225352,,,False
9293415110,2,,"[[0.1, 7.7], [82.0, 87.8]]",8.5,9.5,1.0,0.0,0.0,,,False
5445581571,2,,"[[16.7, 25.8]]",23.457266666666666,24.457266666666666,1.0,1.0,0.10989010989010987,,,False
6624174621,0,,"[[0.1, 7.0]]",15.749566666666666,16.749566666666666,1.0,0.0,0.0,,,False
9088819598,5,,"[[11.4, 17.3]]",1.0015015015015014,2.0015015015015014,1.0,0.0,0.0,,,False
8464056582,5,,"[[17.6, 28.4]]",16.666666666666668,17.666666666666668,1.0,0.06666666666666643,0.005681818181818163,,,False
9565310990,7,,"[[14.1, 18.5]]",6.507007007007007,7.507007007007007,1.0,0.0,0.0,,,False
5635265624,2,,"[[8.8, 15.1]]",16.950766666666667,17.950766666666667,1.0,0.0,0.0,,,False
5833145209,2,,"[[1.9, 4.2]]",0.0004999999999999449,1.0005,1.0,0.0,0.0,,,False
8464056582,4,,"[[0.5, 4.7]]",11.916666666666666,12.916666666666666,1.0,0.0,0.0,,,False
3711681535,3,,"[[15.0, 21.2], [29.8, 32.3]]",32.499633333333335,33.499633333333335,1.0,0.0,0.0,,,False
3121571439,3,,"[[38.1, 40]]",1.2684333333333333,2.2684333333333333,1.0,0.0,0.0,,,False
7786283208,5,,"[[7.6, 10.7]]",16.049866666666667,17.049866666666667,1.0,0.0,0.0,,,False
8064178441,7,,"[[65.3, 68.4]]",73.80756666666667,74.0,0.19243333333332657,0.0,0.0,,,False
4217422838,4,,"[[0.4, 6.6]]",40.415875,41.415875,1.0,0.0,0.0,,,False
2793806282,12,,"[[60.8, 64]]",17.184,18.184,1.0,0.0,0.0,,,False
3524939594,2,,"[[2.9, 7.3]]",2.0025,3.0025,1.0,0.10250000000000004,0.01934874941009911,,,False
4138579400,6,,"[[1.8, 4.2]]",1.126625,2.1266249999999998,0.9999999999999998,0.3266249999999998,0.10627567413673882,,,False
5328004991,9,,"[[9.4, 15.9]]",10.511,11.511,1.0,1.0,0.15384615384615385,,,False
2435633172,5,,"[[44.5, 52.7]]",53.22,54.22,1.0,0.0,0.0,,,False
6356067859,1,,"[[0.5, 3.4]]",31.265066666666666,32.26506666666667,1.0000000000000036,0.0,0.0,,,False
2503404966,6,,"[[12.6, 14.7]]",22.4229,23.4229,1.0,0.0,0.0,,,False
3151715056,7,,"[[20.3, 26.6]]",27.494633333333333,28.494633333333333,1.0,0.0,0.0,,,False
7164729910,7,,"[[0.0, 19.9], [22.8, 27]]",2.25,3.25,1.0,1.0,0.05025125628140704,,,False
8557532213,8,,"[[3.1, 10.2]]",3.5039999999999996,4.504,1.0,1.0,0.14084507042253522,,,False
8783897632,7,,"[[12.2, 18.9]]",22.656466666666667,23.656466666666667,1.0,0.0,0.0,,,False
5333075105,6,,"[[34.2, 39.0]]",36.537,37.537,1.0,1.0,0.20833333333333345,,,False
8783897632,2,,"[[21.1, 26.6]]",22.356166666666667,23.356166666666667,1.0,1.0,0.18181818181818182,,,False
11244289523,4,,"[[19.5, 22.3]]",22.083333333333332,23.0,0.9166666666666679,0.23636363636363814,0.06190476190476245,,,False
9612838272,0,,"[[0.1, 3.4]]",0.7012012012012012,1.7012012012012012,1.0,1.0,0.30303030303030304,,,False
4485498145,0,,"[[0.4, 3.1]]",0.0,0.9337666666666666,0.9337666666666666,0.5716274586798986,0.1721827956989247,,,False
4010069381,1,,"[[4.0, 8.2]]",9.1096,10.1096,1.0,0.0,0.0,,,False
9408800471,3,,"[[20.4, 24.7]]",25.058892225558893,26.058892225558893,1.0,0.0,0.0,,,False
2809330695,9,,"[[47.7, 51.2]]",47.0475,48.0475,1.0,0.3474999999999966,0.08368452739313577,,,False
3445431963,2,,"[[6.4, 8.7]]",42.33445833333333,43.33445833333333,1.0,0.0,0.0,,,False
4688219212,3,,"[[5.0, 11.1]]",25.6261,26.6261,1.0,0.0,0.0,,,False
3477387686,3,,"[[10.5, 17.6]]",65.7662,66.7662,1.0,0.0,0.0,,,False
4378803532,1,,"[[6.2, 12.1]]",27.261066666666668,28.261066666666668,1.0,0.0,0.0,,,False
7114553643,1,,"[[25.2, 28.6]]",44.545,45.545,1.0,0.0,0.0,,,False
2503404966,2,,"[[24.1, 28.0]]",5.4059,6.4059,1.0,0.0,0.0,,,False
6025238212,1,,"[[10.1, 22.6]]",23.557366666666667,24.557366666666667,1.0,0.0,0.0,,,False
3261079025,6,,"[[0.2, 2.6]]",5.3058,6.3058,1.0,0.0,0.0,,,False
3942617402,1,,"[[9.4, 19.7]]",13.0135,14.0135,1.0,1.0,0.09708737864077671,,,False
5328616848,5,,"[[0.2, 9.5]]",1.5019999999999998,2.502,1.0,1.0,0.1075268817204301,,,False
4698622422,7,,"[[7.5, 17.3], [19.4, 35.9]]",3.2370666666666668,4.237066666666667,1.0000000000000004,0.0,0.0,,,False
5803861992,0,,"[[0.4, 71.2]]",19.3198,20.3198,1.0,1.0,0.014124293785310734,,,False
3972259774,0,,"[[2.1, 6.4]]",15.140625,16.140625,1.0,0.0,0.0,,,False
4251505427,2,,"[[31.2, 71.7]]",52.51963333333333,53.51963333333333,1.0,1.0,0.024691358024691357,,,False
2809330695,2,,"[[46.0, 49.7]]",29.0295,30.0295,1.0,0.0,0.0,,,False
