video,qid,type,gold_spans,pred_span_start,pred_span_end,width,iop,iou,anchor_ts,n_survivors_scored,degenerate_profile_fallback
4882821564,1,,"[[13.8, 29.8]]",6.973633333333333,16.049366666666668,9.075733333333336,0.24784406769700884,0.09854247500332218,13.747066666666667,360,False
2435100235,7,,"[[20.9, 22.7], [23.8, 26.0], [34.4, 35.8], [50.5, 57.5], [58.5, 63.6]]",37.9379,40.00663333333333,2.068733333333334,0.0,0.0,38.20483333333333,256,False
2834146886,8,,"[[36.9, 44.0]]",34.234500000000004,34.8345,0.5999999999999943,0.0,0.0,34.5345,251,False
8132842161,2,,"[[0.0, 12.1], [14.4, 21.8], [27.4, 29.6], [30.7, 36.9]]",15.348666666666666,16.649966666666668,1.3013000000000012,1.0,0.17585135135135152,15.548866666666667,148,False
4260763967,4,,"[[3.4, 6.1], [15.0, 17.5]]",4.5045,5.2052,0.7006999999999994,1.0,0.2595185185185183,4.7047,136,False
3462517143,2,,"[[0.1, 1.1], [14.2, 18.6]]",16.016,20.9209,4.904900000000001,0.5268201186568539,0.3844723176955472,17.6176,98,False
3441428429,10,,"[[25.1, 31.8], [35.0, 38.8], [50.2, 52.4]]",73.03963333333333,76.54313333333333,3.5035000000000025,0.0,0.0,75.80906666666667,360,False
6356067859,6,,"[[17.8, 21.7]]",2.0353666666666665,3.036366666666667,1.0010000000000003,0.0,0.0,2.8361666666666667,143,False
5735711594,5,,"[[0.2, 2.1]]",12.446066666666667,13.046066666666668,0.6000000000000014,0.0,0.0,12.746066666666668,79,False
9088819598,1,,"[[0.4, 8.6]]",0.0,1.5015015015015014,1.5015015015015014,0.7336,0.1280815699420351,1.5015015015015014,70,False
5296635780,7,,"[[8.7, 16.9]]",11.3113,12.012,0.7007000000000012,1.0,0.08545121951219528,11.7117,88,False
2614918961,1,,"[[40.6, 43.7]]",35.0353,35.635299999999994,0.5999999999999943,0.0,0.0,35.3353,175,False
6201488511,5,,"[[30.3, 32.7]]",71.70526666666667,72.30526666666667,0.5999999999999943,0.0,0.0,72.00526666666667,345,False
2976913210,6,,"[[6.5, 10.5]]",17.718,18.0,0.28200000000000003,0.0,0.0,18.018,74,False
2793260225,6,,"[[1.7, 10.2]]",6.006,9.576,3.5700000000000003,1.0,0.42000000000000004,7.44,77,False
5987365500,1,,"[[0.0, 18.8]]",2.0353666666666665,3.5368666666666666,1.5015,1.0,0.07986702127659574,2.5358666666666667,96,False
6582763207,2,,"[[0.7, 2.8], [4.8, 9.8]]",4.045708333333334,6.0477083333333335,2.002,0.6232309357309359,0.21683091605540797,6.0477083333333335,94,False
7416295940,7,,"[[67.7, 75.9]]",60.4604,72.33893333333333,11.87853333333333,0.3905308174971092,0.3004568339421569,66.73333333333333,351,False
3171006258,0,,"[[9.9, 33.1]]",32.733000000000004,33.333,0.5999999999999943,0.611666666666668,0.015661673708018492,33.033,147,False
3943634344,4,,"[[17.8, 21.0]]",20.3206,20.9206,0.6000000000000014,1.0,0.1875000000000005,20.6206,84,False
5833145209,5,,"[[1.6, 4.2]]",8.341666666666667,9.2092,0.8675333333333324,0.0,0.0,9.2092,68,False
5333075105,10,,"[[8.7, 35.6]]",23.4234,24.3243,0.9009,1.0,0.0334907063197026,23.9239,156,False
5679866364,1,,"[[0.2, 3.4]]",7.441066666666667,8.041066666666667,0.6000000000000005,0.0,0.0,7.741066666666667,100,False
5116088152,1,,"[[5.1, 8.7]]",18.2182,19.019,0.8007999999999988,0.0,0.0,18.5185,162,False
4094488636,4,,"[[7.1, 15.1]]",13.3136,13.9136,0.6000000000000014,1.0,0.07500000000000018,13.6136,108,False
6895608152,8,,"[[9.6, 87]]",30.82,31.42,0.6000000000000014,1.0,0.007751937984496142,31.12,291,False
3429509208,3,,"[[12.7, 15.6]]",14.26425,15.140125,0.8758749999999988,1.0,0.3020258620689651,15.140125,51,False
3477387686,2,,"[[30.0, 33.5]]",53.6536,54.7547,1.1011000000000024,0.0,0.0,54.5545,272,False
2405940242,0,,"[[2.2, 13.9]]",9.709999999999999,10.31,0.6000000000000014,1.0,0.051282051282051405,10.01,57,False
7308042410,3,,"[[0.0, 11.2]]",12.946566666666666,13.546566666666667,0.6000000000000014,0.0,0.0,13.246566666666666,137,False
8740703217,1,,"[[10.1, 15.9]]",10.043666666666667,10.643666666666668,0.6000000000000014,0.9061111111111121,0.09283396892253432,10.343666666666667,82,False
3943634344,8,,"[[17.8, 20.4]]",19.3193,20.02,0.7007000000000012,1.0,0.2695000000000007,19.3193,84,False
4815534482,7,,"[[67.3, 73.7]]",67.52,69.52,2.0,1.0,0.3124999999999997,69.28,300,False
4584426085,1,,"[[71.9, 90.0]]",67.5675,71.2712,3.7036999999999978,0.0,0.0,67.8678,360,False
4263096481,0,,"[[0.2, 9.0]]",7.707999999999999,8.308,0.6000000000000005,1.0,0.06818181818181823,8.008,86,False
7533369046,6,,"[[26.9, 30.2], [31.1, 32.2], [32.7, 33]]",6.866666666666667,7.466666666666667,0.5999999999999996,0.0,0.0,7.166666666666667,108,False
3711681535,1,,"[[30.5, 32.6]]",3.7039999999999997,4.303999999999999,0.5999999999999996,0.0,0.0,4.004,144,False
11871253306,4,,"[[3.7, 5.1]]",5.438766666666667,7.040366666666666,1.6015999999999995,0.0,0.0,6.139466666666666,173,False
5256928210,1,,"[[2.5, 20]]",15.1154,15.7154,0.6000000000000014,1.0,0.034285714285714364,15.4154,82,False
4978714491,2,,"[[26.6, 33.7]]",28.361666666666668,30.196833333333334,1.835166666666666,1.0,0.2584741784037557,29.963266666666666,160,False
9293415110,2,,"[[0.1, 7.7], [82.0, 87.8]]",8.166666666666666,9.5,1.333333333333334,0.0,0.0,9.0,227,False
5445581571,2,,"[[16.7, 25.8]]",23.857166666666668,25.058366666666668,1.2012,1.0,0.13199999999999998,23.957266666666666,130,False
6624174621,0,,"[[0.1, 7.0]]",6.2495666666666665,26.249566666666666,20.0,0.037521666666666675,0.028697734952905538,16.249566666666666,163,False
9088819598,5,,"[[11.4, 17.3]]",1.2015015015015014,1.8015015015015015,0.6000000000000001,0.0,0.0,1.5015015015015014,70,False
8464056582,5,,"[[17.6, 28.4]]",16.866666666666667,17.46666666666667,0.6000000000000014,0.0,0.0,17.166666666666668,179,False
9565310990,7,,"[[14.1, 18.5]]",6.707007007007007,7.307007007007007,0.5999999999999996,0.0,0.0,7.007007007007007,125,False
5635265624,2,,"[[8.8, 15.1]]",16.583233333333332,19.0,2.4167666666666676,0.0,0.0,18.651966666666667,79,False
5833145209,2,,"[[1.9, 4.2]]",0.5005,1.2345666666666666,0.7340666666666666,0.0,0.0,0.5005,68,False
8464056582,4,,"[[0.5, 4.7]]",54.416666666666664,55.416666666666664,1.0,0.0,0.0,54.791666666666664,179,False
3711681535,3,,"[[15.0, 21.2], [29.8, 32.3]]",23.690633333333334,24.290633333333336,0.6000000000000014,0.0,0.0,23.990633333333335,144,False
3121571439,3,,"[[38.1, 40]]",1.5685333333333333,2.1685333333333334,0.6000000000000001,0.0,0.0,1.8685333333333334,163,False
7786283208,5,,"[[7.6, 10.7]]",16.549866666666667,17.350666666666665,0.8007999999999988,0.0,0.0,16.549866666666667,86,False
8064178441,7,,"[[65.3, 68.4]]",74.00756666666668,74.0,-0.007566666666676269,0.0,0.0,74.30756666666667,298,False
4217422838,4,,"[[0.4, 6.6]]",40.615875,41.215875,0.5999999999999943,0.0,0.0,40.915875,169,False
2793806282,12,,"[[60.8, 64]]",51.651,52.652,1.0009999999999977,0.0,0.0,51.651,259,False
3524939594,2,,"[[2.9, 7.3]]",2.2025,2.8024999999999998,0.5999999999999996,0.0,0.0,2.5025,59,False
4138579400,6,,"[[1.8, 4.2]]",1.126125,2.5025,1.376375,0.510398692216874,0.22853889634419092,1.5015,81,False
5328004991,9,,"[[9.4, 15.9]]",6.513,19.512999999999998,12.999999999999998,0.5000000000000001,0.5,13.013,106,False
2435633172,5,,"[[44.5, 52.7]]",68.902,71.604,2.701999999999998,0.0,0.0,71.338,307,False
6356067859,1,,"[[0.5, 3.4]]",0.43406666666666666,1.0340666666666667,0.6000000000000001,0.890111111111111,0.18006698284969322,0.7340666666666666,143,False
2503404966,6,,"[[12.6, 14.7]]",8.4084,13.013,4.6046,0.08969291577987236,0.0656430796617713,10.443766666666667,112,False
3151715056,7,,"[[20.3, 26.6]]",30.3303,33.4334,3.1030999999999977,0.0,0.0,31.5315,254,False
7164729910,7,,"[[0.0, 19.9], [22.8, 27]]",0.2916666666666667,3.7916666666666665,3.5,1.0,0.17587939698492464,2.75,88,False
8557532213,8,,"[[3.1, 10.2]]",3.7039999999999997,4.303999999999999,0.5999999999999996,1.0,0.08450704225352108,4.004,51,False
8783897632,7,,"[[12.2, 18.9]]",22.055366666666668,23.156466666666667,1.1010999999999989,0.0,0.0,23.156466666666667,117,False
5333075105,6,,"[[34.2, 39.0]]",36.737,37.336999999999996,0.5999999999999943,1.0,0.12499999999999889,37.037,156,False
8783897632,2,,"[[21.1, 26.6]]",22.055366666666668,23.156466666666667,1.1010999999999989,1.0,0.2001999999999998,22.856166666666667,117,False
11244289523,4,,"[[19.5, 22.3]]",20.333333333333332,22.75,2.416666666666668,0.8137931034482763,0.6051282051282058,20.333333333333332,70,False
9612838272,0,,"[[0.1, 3.4]]",0.0,2.1021021021021022,2.1021021021021022,0.9524285714285714,0.5888535594417947,2.002002002002002,54,False
4485498145,0,,"[[0.4, 3.1]]",15.182133333333333,15.782133333333334,0.6000000000000014,0.0,0.0,15.482133333333334,67,False
4010069381,1,,"[[4.0, 8.2]]",11.978933333333332,12.0,0.0210666666666679,0.0,0.0,12.278933333333333,50,False
9408800471,3,,"[[20.4, 24.7]]",21.254888221554886,21.854888221554887,0.6000000000000014,1.0,0.13953488372093054,21.554888221554886,124,False
2809330695,9,,"[[47.7, 51.2]]",46.79675,47.5475,0.7507499999999965,0.0,0.0,47.5475,289,False
3445431963,2,,"[[6.4, 8.7]]",41.83345833333333,44.461083333333335,2.627625000000002,0.0,0.0,42.83445833333333,171,False
4688219212,3,,"[[5.0, 11.1]]",25.8261,26.4261,0.6000000000000014,0.0,0.0,26.1261,128,False
3477387686,3,,"[[10.5, 17.6]]",54.2545,54.854499999999994,0.5999999999999943,0.0,0.0,54.5545,272,False
4378803532,1,,"[[6.2, 12.1]]",26.3263,27.961266666666667,1.6349666666666671,0.0,0.0,27.660966666666667,175,False
7114553643,1,,"[[25.2, 28.6]]",44.8448,46.079366666666665,1.234566666666666,0.0,0.0,45.045,264,False
2503404966,2,,"[[24.1, 28.0]]",5.9059,6.5065,0.6006,0.0,0.0,5.9059,112,False
6025238212,1,,"[[10.1, 22.6]]",23.757366666666666,24.357366666666667,0.6000000000000014,0.0,0.0,24.057366666666667,102,False
3261079025,6,,"[[0.2, 2.6]]",5.5058,6.1057999999999995,0.5999999999999996,0.0,0.0,5.8058,75,False
3942617402,1,,"[[9.4, 19.7]]",13.013,13.76375,0.75075,1.0,0.07288834951456312,13.5135,99,False
5328616848,5,,"[[0.2, 9.5]]",5.6056,6.9069,1.3013000000000003,1.0,0.13992473118279572,6.4064,60,False
4698622422,7,,"[[7.5, 17.3], [19.4, 35.9]]",3.7370666666666668,5.4054,1.6683333333333334,0.0,0.0,3.7370666666666668,169,False
5803861992,0,,"[[0.4, 71.2]]",19.5198,20.1198,0.6000000000000014,1.0,0.00847457627118646,19.8198,290,False
3972259774,0,,"[[2.1, 6.4]]",3.2035,3.8034999999999997,0.5999999999999996,1.0,0.13953488372093012,3.5035,143,False
4251505427,2,,"[[31.2, 71.7]]",60.06,62.5625,2.5024999999999977,1.0,0.061790123456790066,61.061,306,False
2809330695,2,,"[[46.0, 49.7]]",29.029,30.739041666666665,1.7100416666666653,0.0,0.0,29.5295,289,False
6078524411,7,,"[[23.4, 37.4]]",53.78706666666667,55.58886666666667,1.8018,0.0,0.0,53.78706666666667,336,False
4388652400,2,,"[[2.2, 6.6]]",33.700633333333336,34.30063333333333,0.5999999999999943,0.0,0.0,34.00063333333333,239,False
9408800471,0,,"[[0.4, 1.4]]",1.3349683016349683,1.9349683016349684,0.6000000000000001,0.10838616394171939,0.04236680216507615,1.6349683016349683,124,False
10030609934,1,,"[[2.8, 7.6]]",54.58792125458792,56.0,1.4120787454120816,0.0,0.0,55.05505505505506,198,False
3321261856,2,,"[[17.0, 20.0]]",20.3203,21.021,0.7007000000000012,0.0,0.0,21.021,115,False
7164729910,8,,"[[26.6, 27]]",14.241666666666665,14.841666666666667,0.6000000000000014,0.0,0.0,14.541666666666666,88,False
5333075105,11,,"[[33.6, 39.0]]",36.737,37.336999999999996,0.5999999999999943,1.0,0.11111111111111009,37.037,156,False
5229476012,1,,"[[14.4, 19.6]]",20.887533333333334,23.890533333333334,3.003,0.0,0.0,21.6216,108,False
5801184682,2,,"[[26.2, 36.4]]",32.68,35.36,2.6799999999999997,1.0,0.2627450980392157,34.04,301,False
3078294001,6,,"[[3.5, 11]]",0.3003,1.1011,0.8008,0.0,0.0,0.4004,46,False
4838145161,1,,"[[6.0, 7.9]]",62.6629,63.262899999999995,0.5999999999999943,0.0,0.0,62.9629,257,False
6754608321,4,,"[[1.3, 9.2]]",19.352966666666667,19.95296666666667,0.6000000000000014,0.0,0.0,19.652966666666668,216,False
2696280239,7,,"[[0.3, 9.8]]",7.9082,8.5082,0.6000000000000005,1.0,0.06315789473684216,8.2082,54,False
5328004991,6,,"[[15.8, 20.1]]",22.022,23.023,1.0010000000000012,0.0,0.0,22.288933333333333,106,False
10082798964,6,,"[[3.9, 7.6]]",10.42,11.020000000000001,0.6000000000000014,0.0,0.0,10.72,42,False
2435100235,1,,"[[20.9, 22.8], [23.8, 26.0], [50.5, 57.5], [58.5, 63.6]]",32.999633333333335,35.50213333333333,2.5024999999999977,0.0,0.0,32.999633333333335,256,False
11541421563,5,,"[[1.6, 4.5]]",37.028958333333335,37.62895833333333,0.5999999999999943,0.0,0.0,37.32895833333333,303,False
7288107396,3,,"[[10.6, 17.5]]",12.629583333333333,13.229583333333334,0.6000000000000014,1.0,0.08695652173913064,12.929583333333333,68,False
4199369046,8,,"[[19.5, 22.1]]",0.0,1.001,1.001,0.0,0.0,0.2002,230,False
7605329840,2,,"[[7.9, 10.6]]",8.041666666666666,8.641666666666667,0.6000000000000014,1.0,0.22222222222222282,8.341666666666667,86,False
5445581571,7,,"[[23.4, 28.4]]",30.663966666666667,32.0,1.336033333333333,0.0,0.0,30.663966666666667,130,False
4636208292,1,,"[[5.8, 8.2]]",71.90516666666667,73.5735,1.6683333333333223,0.0,0.0,72.072,344,False
