video_id,query,event_label,start_time,end_time,method_name,budget_k,window_coverage,fiw,min_temp_dist,recall_at_1,recall_at_5,recall_at_10
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,proposed_model_selection,67,1.0,0.22388059701492538,0.0,0.0,1.0,1.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,proposed_system,67,1.0,0.22388059701492538,0.0,0.0,1.0,1.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,uniform,67,1.0,0.22388059701492538,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,iframe_prior,67,1.0,0.22388059701492538,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,scene_change,67,1.0,0.22388059701492538,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,luma_difference,67,1.0,0.22388059701492538,0.0,1.0,1.0,1.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,optical_flow_farneback,67,1.0,0.19402985074626866,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,clip_kmeans_diversity,67,1.0,0.29850746268656714,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,clip_query_topk,67,1.0,0.44776119402985076,0.0,1.0,1.0,1.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,packet_size_only,67,1.0,0.14925373134328357,0.0,0.0,0.0,1.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,semantic_only_ppr,67,1.0,0.22388059701492538,0.0,1.0,1.0,1.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,codec_only_ppr,67,1.0,0.22388059701492538,0.0,1.0,1.0,1.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,hybrid_ppr,67,1.0,0.22388059701492538,0.0,1.0,1.0,1.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_0,67,1.0,0.22388059701492538,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_1,67,1.0,0.22388059701492538,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_2,67,1.0,0.208955223880597,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_3,67,1.0,0.1791044776119403,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_4,67,1.0,0.29850746268656714,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_5,67,1.0,0.208955223880597,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_6,67,1.0,0.1791044776119403,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_7,67,1.0,0.1791044776119403,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_8,67,1.0,0.23880597014925373,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_9,67,1.0,0.19402985074626866,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_10,67,1.0,0.2537313432835821,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_11,67,1.0,0.11940298507462686,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_12,67,1.0,0.1791044776119403,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_13,67,1.0,0.208955223880597,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_14,67,1.0,0.2537313432835821,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_15,67,1.0,0.2835820895522388,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_16,67,1.0,0.3283582089552239,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_17,67,1.0,0.23880597014925373,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_18,67,1.0,0.26865671641791045,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_19,67,1.0,0.22388059701492538,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_20,67,1.0,0.26865671641791045,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_21,67,1.0,0.1791044776119403,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_22,67,1.0,0.22388059701492538,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_23,67,1.0,0.1791044776119403,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_24,67,1.0,0.19402985074626866,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_25,67,1.0,0.16417910447761194,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_26,67,1.0,0.14925373134328357,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_27,67,1.0,0.22388059701492538,0.0,0.0,0.0,0.0
2399811629,Find the event: why is the man in white sitting on the railings,why is the man in white sitting on the railings,3.6,7.2,random_seed_28,67,1.0,0.208955223880597,0.0,0.0,0.0,0.0
