frame_idx,action_score,is_peak,persistence_value
0,0.8998055458068848,False,0.0
1,0.0,False,0.0
2,0.0,False,0.0
3,0.0,False,0.0
4,0.0,False,0.0
5,0.0,False,0.0
6,0.0,False,0.0
7,0.007862578146159649,False,0.0
8,0.15683504939079285,False,0.0
9,0.2315342277288437,False,0.0
10,0.21564893424510956,False,0.0
11,0.23302479088306427,True,0.4291156567633152
12,0.23072504997253418,False,0.0
13,0.1932051032781601,False,0.0
14,0.07242583483457565,False,0.0
15,0.01846696250140667,False,0.0
16,0.26407137513160706,True,0.4477691724896431
17,0.08682053536176682,False,0.0
18,0.04018678888678551,False,0.0
19,0.055901724845170975,False,0.0
20,0.07579027861356735,False,0.0
21,0.2012542337179184,False,0.24649877846240997
22,0.09478448331356049,False,0.0
23,0.15628139674663544,False,0.0
24,0.17565889656543732,False,0.0
25,0.10223736613988876,False,0.0
26,0.12634210288524628,False,0.0
27,0.11897440254688263,False,0.0
28,0.1090514287352562,False,0.0
29,0.07800484448671341,False,0.0
30,0.07941024750471115,False,0.0
31,0.42255744338035583,True,0.80801060795784
32,0.24486422538757324,False,0.0
33,0.018552139401435852,False,0.0
34,0.051813285797834396,False,0.0
35,0.05368715524673462,False,0.0
36,0.03805739805102348,False,0.0
37,0.10837002098560333,False,0.0
38,0.212667778134346,False,0.3729848079383373
39,0.169142946600914,False,0.0
40,0.13430605828762054,False,0.0
41,0.10138560831546783,False,0.0
42,0.026175374165177345,False,0.0
43,0.041166312992572784,False,0.0
44,0.054198212921619415,False,0.0
45,0.03737599030137062,False,0.0
46,0.4387509226799011,True,0.8775018453598022
47,0.1877964586019516,False,0.0
48,0.11224551498889923,False,0.0
49,0.07323499768972397,False,0.0
50,0.218374565243721,False,0.0
51,0.06957244127988815,False,0.0
52,0.03243579342961311,False,0.0
53,0.01808367297053337,False,0.0
54,0.05764783173799515,False,0.0
55,0.036226119846105576,False,0.0
56,0.017231915146112442,False,0.0
57,0.03788704797625542,False,0.0
58,0.02264057658612728,False,0.0
59,0.0,False,0.0
60,0.020085303112864494,False,0.0
61,0.02553655579686165,False,0.0
62,0.9240971803665161,True,1.0
63,0.6936109066009521,False,0.0
64,0.47843578457832336,False,0.0
65,0.10521852225065231,False,0.0
66,0.02587725780904293,False,0.0
67,0.10585733503103256,False,0.15996015444397926
68,0.032861676067113876,False,0.0
69,0.017317092046141624,False,0.0
70,0.02362009882926941,False,0.0
71,0.04329570755362511,False,0.0
72,0.028304768726229668,False,0.0
73,0.027282658964395523,False,0.0
74,0.01735967956483364,False,0.0
75,0.026941955089569092,False,0.0
76,0.05981981381773949,False,0.0
77,0.4206431210041046,False,0.0
78,0.44599148631095886,True,0.8036028668284416
79,0.1665876805782318,False,0.0
80,0.12523482739925385,False,0.0
81,0.24486422538757324,False,0.0
82,0.1251070648431778,False,0.0
83,0.044402994215488434,False,0.0
84,0.05117446929216385,False,0.0
85,0.04419005289673805,False,0.0
86,0.07059454917907715,False,0.0
87,0.1033446416258812,False,0.0
88,0.13707426190376282,False,0.0
89,0.07804743200540543,False,0.0
90,0.22365546226501465,False,0.0
91,0.08294504135847092,False,0.0
92,0.3967602252960205,True,0.515198290348053
93,0.13916108012199402,False,0.0
94,0.17983250319957733,False,0.0
95,0.14716759324073792,False,0.0
96,0.21351952850818634,False,0.0
97,0.4372802972793579,True,0.775959387421608
98,0.14282362163066864,False,0.0
99,0.0976804569363594,False,0.0
100,0.08230622112751007,False,0.0
101,0.1274919956922531,False,0.0
102,0.09142003953456879,False,0.0
103,0.07936765998601913,False,0.0
104,0.05462408810853958,False,0.0
105,0.049300603568553925,False,0.0
106,0.2248053401708603,False,0.34922078251838684
107,0.09078121930360794,False,0.0
108,0.06395083665847778,False,0.0
109,0.059138406068086624,False,0.0
110,0.07412934303283691,False,0.0
111,0.05019494891166687,False,0.0
112,0.05270763114094734,False,0.0
113,0.22957518696784973,False,0.0
114,0.06923174113035202,False,0.0
115,0.08728901296854019,False,0.0
116,0.127704918384552,False,0.0
117,0.37463298439979553,True,0.5189829617738724
118,0.1582830399274826,False,0.0
119,0.17842711508274078,False,0.0
120,0.11514150351285934,False,0.0
121,0.1544075459241867,False,0.0
122,0.9995030164718628,True,1.0
123,0.178980752825737,False,0.0
124,0.44963741302490234,False,0.0
125,0.5656483173370361,False,0.0
126,0.4343101382255554,False,0.0
127,0.16079573333263397,False,0.0
128,0.12945102155208588,False,0.0
129,0.14371797442436218,False,0.0
130,0.10658133029937744,False,0.0
131,0.08716124296188354,False,0.0
132,0.11245846003293991,False,0.0
133,0.15159673988819122,False,0.0
134,0.09993761777877808,False,0.0
135,0.09746751934289932,False,0.0
136,0.11914476007223129,False,0.0
137,0.25755542516708374,False,0.3407883644104004
138,0.20495937764644623,False,0.0
139,0.05317610129714012,False,0.0
140,0.048108141869306564,False,0.0
141,0.06356754899024963,False,0.0
142,0.07008349150419235,False,0.0
143,0.06109745055437088,False,0.0
144,0.0645044818520546,False,0.0
145,0.09878774732351303,False,0.0
146,0.08396714925765991,False,0.0
147,0.08094340562820435,False,0.0
148,0.07809001952409744,False,0.0
149,0.0735756978392601,False,0.0
150,0.9863737225532532,True,1.0
151,0.16356393694877625,False,0.0
152,0.22544415295124054,False,0.0
153,0.49543318152427673,False,0.0
154,0.2567036747932434,False,0.0
155,0.16492675244808197,False,0.0
156,0.14363279938697815,False,0.0
157,0.17787347733974457,False,0.0
158,0.14371797442436218,False,0.0
159,0.10547404736280441,False,0.0
160,0.11126599460840225,False,0.0
161,0.19431239366531372,False,0.17767669260501862
162,0.13511522114276886,False,0.0
163,0.10773120075464249,False,0.0
164,0.07923989742994308,False,0.0
165,0.08332832902669907,False,0.0
166,0.21041062474250793,False,0.2623414546251297
167,0.10773120075464249,False,0.0
168,0.06791151314973831,False,0.0
169,0.05513514205813408,False,0.0
170,0.06016051396727562,False,0.0
171,0.04908766224980354,False,0.0
172,0.037801869213581085,False,0.0
173,0.03771669417619705,False,0.0
174,0.044530756771564484,False,0.0
175,0.051344819366931915,False,0.0
176,0.057945944368839264,False,0.0
177,0.5398368239402771,True,1.0
178,0.22876600921154022,False,0.0
179,0.008203281089663506,False,0.0
180,0.08119893819093704,False,0.0
181,0.06595247238874435,False,0.0
182,0.09989503026008606,False,0.0
183,0.9262804388999939,True,1.0
184,0.11663206666707993,False,0.0
185,0.48725762963294983,False,0.0
186,0.589754045009613,False,0.0
187,0.4172942042350769,False,0.0
188,0.08929064124822617,False,0.0
189,0.05249469354748726,False,0.0
190,0.06974279135465622,False,0.0
191,0.025621730834245682,False,0.0
192,0.021788818761706352,False,0.0
193,0.027964064851403236,False,0.0
194,0.07447005063295364,False,0.10536246374249458
195,0.009779032319784164,False,0.0
196,0.008288457058370113,False,0.0
197,0.015996865928173065,False,0.0
198,0.09474189579486847,False,0.0
199,0.21070873737335205,True,0.4048405606299639
200,0.01523028314113617,False,0.0
201,0.0028797935228794813,False,0.0
202,0.0,False,0.0
203,0.0,False,0.0
204,0.02911393716931343,False,0.0
205,0.08090081810951233,False,0.13679231889545918
206,0.024173742160201073,False,0.0
207,0.015783926472067833,False,0.0
208,0.015017344616353512,False,0.0
209,0.012504658661782742,False,0.0
210,0.24171271920204163,False,0.0
211,0.2509543001651764,True,0.4974266500212252
212,0.05321868881583214,False,0.0
213,0.1714852899312973,False,0.0
214,0.05087635666131973,False,0.0
215,0.06982796639204025,False,0.0
216,0.07268135994672775,False,0.0
217,0.005946122109889984,False,0.0
218,0.0022409751545637846,False,0.0
219,0.013995234854519367,False,0.0
220,0.016593096777796745,False,0.0
221,0.02634572423994541,False,0.0
222,0.2634325623512268,True,0.4832874871790409
223,0.03775928169488907,False,0.0
224,0.023918215185403824,False,0.0
225,0.021788818761706352,False,0.0
226,0.1828562468290329,False,0.0
227,0.17216669023036957,False,0.0
228,0.20444832742214203,False,0.3581642508506775
229,0.09474189579486847,False,0.0
230,0.04759708791971207,False,0.0
231,0.027282658964395523,False,0.0
232,0.025366201996803284,False,0.0
233,0.050620824098587036,False,0.0
234,0.042571716010570526,False,0.0
235,0.08068788051605225,False,0.0
236,0.06369531154632568,False,0.0
237,0.06701716780662537,False,0.0
238,0.24026472866535187,True,0.4246865026652813
239,0.03822774812579155,False,0.0
240,0.02792147733271122,False,0.0
241,0.03354308009147644,False,0.0
242,0.10108748823404312,False,0.0
243,0.6523067951202393,True,1.0
244,0.6356375217437744,False,0.0
245,0.55411297082901,False,0.0
246,0.3963158130645752,False,0.0
247,0.11773935705423355,False,0.0
248,0.07774931937456131,False,0.0
249,0.063482366502285,False,0.0
250,0.8994458913803101,True,1.0
251,0.0028372055385261774,False,0.0
252,0.0,False,0.0
253,0.004668484907597303,False,0.0
254,0.08247657865285873,False,0.0
255,0.0,False,0.0
256,0.0008355743484571576,False,0.0
257,0.0,False,0.0
258,0.698362410068512,True,1.0
259,0.24486422538757324,False,0.0
260,0.03554471209645271,False,0.0
261,0.022725753486156464,False,0.0
262,0.018126260489225388,False,0.0
263,0.007095994893461466,False,0.0
264,0.08090081810951233,False,0.1372181996703148
265,0.06518588960170746,False,0.0
266,0.019148370251059532,False,0.0
267,0.019446484744548798,False,0.0
268,0.03269132226705551,False,0.0
269,0.012291718274354935,False,0.0
270,0.032520972192287445,False,0.0
271,0.06118262559175491,False,0.0
272,0.05177069827914238,False,0.0
273,0.4596005082130432,True,0.9050090266391635
274,0.04525475203990936,False,0.0
275,0.15508894622325897,False,0.0
