frame_idx,action_score,is_peak,persistence_value
0,0.8413921594619751,False,0.0
1,0.027173032984137535,False,0.0
2,0.10042382776737213,False,0.0
3,0.12862564623355865,False,0.0
4,0.11690129339694977,False,0.0
5,0.1639043241739273,False,0.0
6,0.0,False,0.0
7,0.0,False,0.0
8,0.040957070887088776,False,0.0
9,0.30459654331207275,False,0.1729077696800232
10,0.2187764197587967,False,0.0
11,0.21814265847206116,False,0.0
12,0.3892548084259033,False,0.0
13,0.4060491621494293,False,0.0
14,0.34885331988334656,False,0.0
15,0.9343728423118591,True,1.0
16,0.4967280328273773,False,0.0
17,0.1218656525015831,False,0.0
18,0.32577431201934814,False,0.0
19,0.28975626826286316,False,0.0
20,0.27808472514152527,False,0.0
21,0.22659264504909515,False,0.0
22,0.08241479843854904,False,0.0
23,0.4034085273742676,True,0.467812180519104
24,0.3830229640007019,False,0.0
25,0.2240048497915268,False,0.0
26,0.37753045558929443,False,0.0
27,0.3451564908027649,False,0.0
28,0.3575673997402191,False,0.0
29,0.16950243711471558,False,0.0
30,0.9612904191017151,True,1.0
31,0.4620302617549896,False,0.0
32,0.07132419943809509,False,0.0
33,0.36052486300468445,False,0.0
34,0.3849770128726959,False,0.0
35,0.5592051148414612,False,0.33039432764053345
36,0.39400795102119446,False,0.0
37,0.8131672143936157,False,0.0
38,0.16897432506084442,False,0.0
39,0.5264086127281189,False,0.0
40,0.9270803928375244,True,1.0
41,0.5073961615562439,False,0.0
42,0.4581221640110016,False,0.0
43,0.1165316104888916,False,0.0
44,0.4081088602542877,False,0.0
45,0.7388443350791931,False,0.0
46,0.4897039830684662,False,0.0
47,0.47866615653038025,False,0.0
48,0.7441596984863281,True,1.0
49,0.21597735583782196,False,0.0
50,0.44687309861183167,False,0.0
51,0.37288299202919006,False,0.0
52,0.40868979692459106,False,0.0
53,0.3343827426433563,False,0.0
54,0.1343822032213211,False,0.0
55,0.23699668049812317,False,0.0
56,0.2756025493144989,False,0.0
57,0.28959783911705017,False,0.0
58,0.281042218208313,False,0.0
59,0.5133639574050903,False,0.0
60,0.515159547328949,False,0.0
61,0.7838465571403503,False,0.0
62,0.23847542703151703,False,0.0
63,0.3958563506603241,False,0.0
64,0.4465562403202057,False,0.0
65,0.8545971512794495,True,1.0
66,0.3716154992580414,False,0.0
67,0.39432480931282043,False,0.0
68,0.06456421315670013,False,0.0
69,0.46593838930130005,False,0.0
70,0.36448583006858826,False,0.0
71,0.3464767634868622,False,0.0
72,0.5028542876243591,False,0.0
73,0.13813188672065735,False,0.0
74,0.39411357045173645,False,0.0
75,0.8046663403511047,True,1.0
76,0.46614962816238403,False,0.0
77,0.47095558047294617,False,0.0
78,0.4821518063545227,False,0.0
79,0.08980853855609894,False,0.0
80,0.4316103458404541,False,0.0
81,0.4009263515472412,False,0.0
82,0.3818082809448242,False,0.0
83,0.40784478187561035,False,0.0
84,0.5436254143714905,True,0.7187766134738922
85,0.18423710763454437,False,0.0
86,0.3669680058956146,False,0.0
87,0.5710350871086121,False,0.0
88,0.11267630010843277,False,0.0
89,0.5435726046562195,False,0.0
90,1.0,True,1.0
91,0.1397690623998642,False,0.0
92,0.0001330882660113275,False,0.0
93,0.3517051935195923,False,0.0
94,0.47106119990348816,False,0.0
95,0.5558251142501831,True,0.8101421594619751
96,0.5012170672416687,False,0.0
97,0.533538281917572,False,0.0
98,0.15075403451919556,False,0.0
99,0.8414868712425232,False,0.0
100,0.0807776153087616,False,0.0
101,0.4382118880748749,False,0.0
102,0.849884033203125,True,1.0
103,0.10021257400512695,False,0.0
104,0.44909125566482544,False,0.0
105,0.5011642575263977,False,0.0
106,0.46583276987075806,False,0.0
107,0.4313991069793701,False,0.0
108,0.8328929543495178,True,1.0
109,0.19110271334648132,False,0.0
110,0.5308976173400879,False,0.0
111,0.47861337661743164,False,0.0
112,0.40451762080192566,False,0.0
113,0.3828117251396179,False,0.0
114,0.4126507341861725,False,0.0
115,0.4769233763217926,False,0.18822330236434937
116,0.4388456344604492,False,0.0
117,0.41513291001319885,False,0.0
118,0.3809104859828949,False,0.0
119,0.533643901348114,False,0.0
120,0.9915342330932617,True,1.0
121,0.16099964082241058,False,0.0
122,0.07623574882745743,False,0.0
123,0.26023414731025696,False,0.0
124,0.3821779489517212,False,0.0
125,0.48468682169914246,True,0.8169021457433701
126,0.37837547063827515,False,0.0
127,0.30026593804359436,False,0.0
128,0.09038947522640228,False,0.0
129,0.41206976771354675,False,0.0
130,0.3580954968929291,False,0.0
131,0.30670905113220215,False,0.0
132,0.0,False,0.0
133,0.3748898506164551,True,0.41753479838371277
134,0.21909327805042267,False,0.0
135,0.25717100501060486,False,0.0
136,0.1661224514245987,False,0.0
